Time Step,flow-time,q,pcm-avg-temp,nussult-number,nussult-number-nshadow,temp-uniformity-index,flux,htf-t-avg,flux-co
"(""Time","Step""","""flow-time""","""q""","""t-avg""","""nussult-number""","""nussult-number-nshadow""","""temp-unifprmity-index""","""flux""","""htf-t-avg"""
32,3.2,0.01103977308873788,302.0893017397982,371.2769202851275,742.5538405702551,2.5991329953555,228.1113792439938,346.3177077028747,-0.0002653311168785422
33,3.3,0.01187422626677177,302.1571349722387,369.1628731068744,738.325746213749,2.697177152085586,223.7258067443543,346.4936403715444,-0.0002782850797018455
34,3.4,0.01271291849070524,302.2237657357932,366.2585404416056,732.5170808832114,2.792739272985771,219.599134047905,346.654054984222,-0.0002280023782077478
35,3.5,0.01355301272002685,302.2892761479636,362.7686365143105,725.537273028621,2.885948679239116,215.7020784350717,346.8012377694571,-3.594025264419543e-05
36,3.6,0.01439277884964561,302.3537033686247,358.9158663457179,717.8317326914358,2.977010669776477,211.9900277617513,346.9372354777668,-0.0001891694342077699
37,3.7,0.01523139757726935,302.4170461819857,354.8461534864258,709.6923069728517,3.066180510003085,208.4347619801311,347.063750105701,-9.523497158170358e-05
38,3.8,0.01606843273673504,302.4793024661575,350.644740737148,701.2894814742962,3.153734333629878,205.0612496585608,347.1819903559454,3.995619761099078e-05
39,3.9,0.01690312093781405,302.5405141142099,346.3861824687739,692.7723649375479,3.239945093971033,201.8685689392159,347.2929508588035,-7.41723290786922e-05
40,4,0.01773447419925054,302.6007516711617,342.1411298064539,684.2822596129079,3.325066703016083,198.8226228803228,347.3975556590786,-8.184192125781919e-05
41,4.100000000000001,0.01856127646162665,302.6601066287175,337.9558852035976,675.9117704071953,3.409324088822595,195.8769761443916,347.4964785202677,-9.685468612019577e-05
42,4.2,0.01938240127649393,302.7186645408665,333.813458280712,667.6269165614241,3.492906194132183,193.0303434474745,347.5902257138665,-9.826178433058885e-05
43,4.3,0.02019739407820254,302.7764673437009,329.6932314627543,659.3864629255088,3.575962462946034,190.310596265185,347.6793622043931,-0.000105763450193308
44,4.4,0.02100566763497984,302.8335700729524,325.6042952841431,651.2085905682864,3.658603896478771,187.7167216544331,347.7644928635434,-0.0003063905829208124
45,4.5,0.02180705332709405,302.8900034216127,321.5755464830821,643.1510929661644,3.740907562638072,185.2387213574534,347.8460667247033,-0.0003362612656019337
46,4.600000000000001,0.02260149770263772,302.9457926894315,317.6389212708907,635.2778425417815,3.822922927443078,182.8476142726695,347.924291605568,-0.0004220572714643822
47,4.7,0.02338906302630863,303.000956544233,313.8129952279706,627.6259904559413,3.904677605599735,180.5260619390344,347.9993648884998,-0.0001605275296299169
48,4.800000000000001,0.02416979962174647,303.0555144198785,310.0713186160323,620.1426372320647,3.986181675249095,178.2891792513736,348.0715989487453,-0.0002623358301718781
49,4.9,0.02494345052879955,303.1095046611558,306.4008516648902,612.8017033297805,4.067430366981065,176.1282560117493,348.1413724643746,-0.0001851217381272363
50,5,0.02571054620618251,303.1629124506165,302.8443294041121,605.6886588082243,4.148406747686513,174.0184265655668,348.2089080972291,-0.0002885813866271292
51,5.100000000000001,0.02647125883222806,303.2157476137418,299.3920901768642,598.7841803537285,4.229085220624871,171.958882826981,348.2741869907005,-0.0002044767987854357
52,5.2,0.02722568630665424,303.2680239081737,296.0121541791614,592.024308358323,4.309435217937523,169.9680319378977,348.3370742973032,-0.0002520960560445928
53,5.300000000000001,0.02797411622370738,303.3197423718402,292.6998883323322,585.3997766646645,4.389424055957581,168.0540109048309,348.3975888502316,-0.0001117910843504433
54,5.4,0.02871658252617786,303.3709230029328,289.4715910659106,578.9431821318213,4.469018975554929,166.2041580581248,348.4559627972558,-0.0001945754618759565
55,5.5,0.02945328307267833,303.4215756138994,286.3315109211648,572.6630218423297,4.548189838440494,164.4168847403302,348.5124908834761,-7.909667289140998e-05
56,5.600000000000001,0.03018408829863673,303.4717294390347,283.2665516754311,566.5331033508623,4.626843169144675,162.6770467761266,348.5674328660742,-0.0002024661792177085
57,5.7,0.03090867185283182,303.5214228362309,280.2689395071116,560.5378790142232,4.704822131405338,160.9681420073537,348.620913216494,-0.0001228548820222386
58,5.800000000000001,0.0316270398711466,303.5706707596808,277.3298438495803,554.6596876991607,4.781951989329968,159.3052754041472,348.6728779407445,0.0001485313281648359
59,5.9,0.03233896935969759,303.6195042970373,274.4297333770928,548.8594667541857,4.858074583806012,157.7048562927308,348.7232166816009,-7.533094492373493e-05
60,6,0.0330443634857644,303.6679424213587,271.5733335102043,543.1466670204087,4.933023929454514,156.1406415925379,348.7719188153494,9.959060150777077e-06
61,6.100000000000001,0.03374298191750095,303.7160125422448,268.7637390890903,537.5274781781807,5.006294227879782,154.6033111112019,348.8191477730186,4.902732163714063e-05
62,6.2,0.03443443165931714,303.763750286874,265.961551345646,531.923102691292,5.077370463309153,153.1166479232444,348.8651440672136,9.598619459438851e-05
63,6.300000000000001,0.03511887183556817,303.8111573746841,263.1964936939837,526.3929873879675,5.1460022101916,151.686045557479,348.9101050460995,8.327764248861058e-06
64,6.4,0.03579635177375978,303.8582448347289,260.4918191629869,520.9836383259737,5.212245666507663,150.2864977334922,348.9541375287069,-5.130865773139703e-05
65,6.5,0.03646657470505654,303.9050424637094,257.8429954269889,515.6859908539778,5.276371775018913,148.884159936776,348.997193753789,9.343171660702865e-05
66,6.600000000000001,0.03712947488353166,303.9515618536213,255.2486060706389,510.4972121412779,5.338718886671874,147.4785650548107,349.0390510051897,0.0001207104786260516
67,6.7,0.03778509532966594,303.9978060538557,252.6948660509609,505.3897321019219,5.399596566672408,146.081384617486,349.0795349421589,-0.0001211747969023236
68,6.800000000000001,0.03843346746907685,304.043780662678,250.1775777470353,500.3551554940707,5.459253394568631,144.7067071519456,349.1187434301082,-0.0003179977936440537
69,6.9,0.03907457765548576,304.0894951250168,247.6896285463107,495.3792570926214,5.517875487387077,143.3623301254165,349.1569606375148,-0.0002242729603949556
70,7,0.03970851815685854,304.134951649563,245.2277114115518,490.4554228231038,5.575600040661094,142.0492407306575,349.194470446461,0.0002304375889536914
71,7.100000000000001,0.04033520364605167,304.180163115003,242.7945772719469,485.5891545438939,5.632505409480813,140.7510215766631,349.2314189317649,-1.462195260160115e-05
72,7.2,0.04095481204983994,304.225125312484,240.3872974663373,480.7745949326746,5.688643838444932,139.4830514428893,349.2677648849212,0.0003673468297051841
73,7.300000000000001,0.04156722395350269,304.269853203158,237.9923316673157,475.9846633346314,5.744063823758642,138.2433605720389,349.3034039800136,-3.790637742895342e-05
74,7.4,0.04217241747747153,304.3143530604635,235.6145640802589,471.2291281605179,5.798814174185112,137.0171425633638,349.3382998319951,-0.0002994404888170266
75,7.5,0.04277095333184384,304.3585961480517,233.2938939428896,466.5877878857792,5.852953210018494,135.8089401400953,349.3724634830788,-0.0002739101533109078
76,7.600000000000001,0.04336279752284461,304.4025945496744,231.0126601030284,462.025320206057,5.90654624373272,134.6157178673994,349.4059762309189,-0.0002674891256617684
77,7.7,0.04394810378593991,304.4463460398416,228.7575063407832,457.5150126815666,5.959659160179372,133.4449254523701,349.4389390673645,-0.0001818464906477857
78,7.800000000000001,0.04452715407072889,304.4898407787092,226.5491421223681,453.0982842447364,6.012352433563189,132.2865251867442,349.4714577860477,0.0001744934567682321
79,7.9,0.04510019956896955,304.5330736571665,224.4014112808615,448.8028225617231,6.064673400020801,131.1409394583787,349.5035851479241,-1.497701646258065e-06
80,8,0.04566742195434611,304.5760443241451,222.302107246837,444.6042144936741,6.116470383501115,130.0129750846742,349.5352988267371,0.0002355723148923516
81,8.1,0.04622894302009051,304.6187543839234,220.2293149795208,440.4586299590417,6.167590869867044,128.9094902862865,349.5664625040297,-7.61761859280341e-06
82,8.200000000000001,0.04678522250828964,304.6611852738952,218.2148062532179,436.429612506436,6.218042930888727,127.828438669601,349.596919141925,3.094331060538025e-05
83,8.300000000000001,0.04733624740864483,304.7033456985043,216.2853120052628,432.5706240105258,6.267697278394354,126.7240554009077,349.6266748803375,0.002422095939323299
84,8.4,0.047882334385721,304.7452283580828,214.3694361667454,428.7388723334909,6.316254430646989,125.6676889225055,349.6558125093821,0.00244678336720483
85,8.500000000000002,0.04842382876643923,304.7868252019355,212.5114894942946,425.0229789885893,6.362414460276338,124.6384274546812,349.6844383222113,0.002451545585131498
86,8.600000000000001,0.04896101533392423,304.8281314656675,210.706216714548,421.4124334290961,6.406663266028167,123.6313020282244,349.712620955816,0.002418314600163285
87,8.700000000000001,0.04949418684336174,304.8691422806028,208.959420185961,417.918840371922,6.449741558069734,122.6453940424513,349.7403598443564,0.002420962878574073
88,8.800000000000001,0.05002293964306656,304.9098666199557,207.2739681728957,414.5479363457914,6.492216600232712,121.6614652875049,349.7676289458215,0.01209631917342335
89,8.9,0.05054790045462494,304.9502969635964,205.634581342972,411.2691626859442,6.534418080999866,120.7048142115005,349.7943909868472,0.01155918344261408
90,9.000000000000002,0.05106914066469278,304.9904475988486,204.0228258726459,408.0456517452918,6.576495189048902,119.7814351791989,349.8206131505985,0.0117996028995293
91,9.100000000000001,0.05158690947786092,305.0303162593134,202.4574775550753,404.9149551101507,6.618477729921216,118.8752125080035,349.8462953198053,0.01148450954198665
92,9.200000000000001,0.05210125592104672,305.0699121195729,200.9287613516096,401.8575227032193,6.660337214576711,117.9931582925475,349.871440958279,0.01146587638311303
93,9.300000000000001,0.05261223600284128,305.1092430418415,199.4408057226327,398.8816114452654,6.702059672969326,117.1251786897973,349.8960687932123,0.01103090137596041
94,9.400000000000002,0.05311996871939417,305.1483115543972,197.9876888526947,395.9753777053895,6.743635302832385,116.2791645829662,349.9201895858961,0.01100827577255359
95,9.500000000000002,0.05362456307829064,305.1871201063947,196.5688585450652,393.1377170901304,6.785049617874524,115.4460000600066,349.9438238536802,0.01061572524626797
96,9.600000000000001,0.05412601152101478,305.2256780038958,195.1741651361696,390.3483302723392,6.826301638593213,114.6342883259047,349.9669787463476,0.01059299134497849
97,9.700000000000001,0.05462440691082925,305.2639871795687,193.8072514972492,387.6145029944984,6.867413400738243,113.8347625224343,349.9896729503241,0.01025346110435521
98,9.800000000000001,0.05511971989936399,305.302057806122,192.4640659625093,384.9281319250186,6.908418283792006,113.0550825952062,350.0119140657987,0.01022210088930819
99,9.900000000000002,0.05561202189627857,305.339892565005,191.1461664566125,382.2923329132252,6.949344424375529,112.2866666386233,350.0337216630065,0.00993276734209303
100,10,0.05610143226822003,305.377490495396,189.8502861440645,379.700572288129,6.990211051043435,111.5372191799918,350.0551060275818,0.009919180928648075
101,10.1,0.05658788096562098,305.4148629692199,188.5739618249337,377.1479236498674,7.031029311750844,110.7971243379408,350.0760850000766,0.009683822431071576
102,10.2,0.05707147931733776,305.4520087703442,187.318336349351,374.636672698702,7.071804654274496,110.0736625396766,350.0966664708221,0.009565927704869637
103,10.3,0.05755223100478693,305.4889348886768,186.0898817739077,372.1797635478155,7.112533875042351,109.3583179384586,350.1168668914976,0.009372480654519677
104,10.4,0.05803001064196951,305.5256558969086,184.8745473009975,369.7490946019951,7.153143798251087,108.6585965096026,350.1366932327272,0.009175662600654277
105,10.5,0.05850477410064972,305.5621796014601,183.673891112175,367.3477822243501,7.193463943184152,107.9663396989168,350.1561632712992,0.009016699671278161
106,10.6,0.0589765902288434,305.5985062765601,182.4880153660574,364.9760307321149,7.232557125172216,107.2886128386762,350.1752866298713,0.008808547209426365
107,10.7,0.0594415592613907,305.634628408631,181.4789057306858,362.9578114613717,7.270568999355601,106.4631608038955,350.1941368794891,-0.02002131718964506
108,10.8,0.05990736169115822,305.6704909317434,180.1854980405189,360.3709960810378,7.30798208187734,105.9545463518289,350.2126311874943,0.009130266489918881
109,10.9,0.06037042375705443,305.7062230795469,179.0444697533967,358.0889395067934,7.344353445872005,105.3205845329607,350.2307814259668,0.008564280053334983
110,11,0.06082689050839177,305.7417744661025,178.0749598611623,356.1499197223246,7.379683563230949,104.5352385598958,350.2486730612803,-0.01882234275005601
111,11.1,0.06128420429284876,305.7770824656286,176.8179435914021,353.6358871828043,7.414354508903974,104.0508206076528,350.2662416874931,0.008822692374650387
112,11.2,0.06173488541323053,305.8122683757364,175.8630177210752,351.7260354421505,7.44868877086972,103.2957060512692,350.2835535414792,-0.01813767362506269
113,11.3,0.06218267184885897,305.8472159584617,174.7804798008972,349.5609596017944,7.482985622133785,102.681540596661,350.3006022375528,-0.01770565346589592
114,11.4,0.06262747455437863,305.8819846238865,173.7102559224846,347.4205118449693,7.517207044775418,102.0795895011029,350.3173858850907,-0.01755800458961687
115,11.5,0.06306945042889958,305.9165840862796,172.6536849327985,345.3073698655971,7.551337296937905,101.4885889737691,350.333903762514,-0.01731677846605351
116,11.6,0.06350873300792456,305.9510146394437,171.6109117703047,343.2218235406094,7.585400263075763,100.9065999571841,350.3501591022167,-0.01701516542964043
117,11.7,0.06394536040349973,305.9852805539857,170.5825777442677,341.1651554885355,7.619407535674906,100.3327541012604,350.3661567998089,-0.01680585902010989
118,11.8,0.06437943008623646,306.0193796630592,169.5663161262004,339.1326322524009,7.653301831197957,99.76597807260679,350.3819042828097,-0.01659613596989118
119,11.9,0.06481086362671691,306.0533218417776,168.5656510031036,337.1313020062073,7.687087601135618,99.20666714165546,350.3974089919901,-0.01636378666536586
120,12,0.06523990435338628,306.0870951385791,167.5774901196567,335.1549802393135,7.720684004145919,98.65375809090162,350.4126800604715,-0.0162412367438094
121,12.1,0.0656665926868335,306.120701339165,166.6139103390215,333.227820678043,7.753986862254381,98.10857469658143,350.4277257413285,-0.01600045308892106
122,12.2,0.06609076312612479,306.1541560708218,165.6596206979046,331.3192413958092,7.787011224055166,97.56992928980274,350.4425535117366,-0.01584895492005955
123,12.3,0.0665125004655579,306.1874581491055,164.7159558787145,329.431911757429,7.819666913121532,97.03837785168169,350.4571681372746,-0.01570100870041813
124,12.4,0.06693196566297381,306.2206002745197,163.7912166897522,327.5824333795046,7.852009036118335,96.51383431707147,350.4715732366004,-0.01550597439248236
125,12.5,0.06734918989364742,306.2535849682002,162.8828206274518,325.7656412549038,7.883919867882427,95.99687453440312,350.4857697377328,-0.01528307097790105
126,12.6,0.0677641254556194,306.2864203621324,161.986097490332,323.972194980664,7.915457912008389,95.48647744121268,350.4997580317386,-0.01512452088590521
127,12.7,0.06817683392808552,306.3191059389648,161.1063272371194,322.2126544742388,7.94672543568622,94.98338969678443,350.5135377754862,-0.01489757170492112
128,12.8,0.06858728729968275,306.3516483991539,160.239589794716,320.4791795894321,7.977824606411743,94.48675903633466,350.5271108771291,-0.01469416264176004
129,12.9,0.06899562949020992,306.3840425046457,159.3863694052275,318.7727388104551,8.008833957051767,93.99719677351496,350.5404797188116,-0.01446271318883419
130,13,0.06940189347596229,306.4162901901697,158.5503792447955,317.100758489591,8.038899687577151,93.5141997348575,350.5536473693278,-0.01424822966964712
131,13.1,0.06980604867329662,306.4483986624354,157.727070776838,315.454141553676,8.067267896282166,93.03830066716958,350.5666166452039,-0.01398025104612088
132,13.2,0.07020835522300822,306.4803534931916,156.9188770425496,313.8377540850993,8.089189151479841,92.5692389062647,350.5793886538267,-0.01377573388108999
133,13.3,0.07060879431394958,306.5121609644848,156.1284512870106,312.2569025740214,8.111748284242219,92.10768665617223,350.5919613337808,-0.01348035117173652
134,13.4,0.07100732664234553,306.5438276325908,155.34901003884,310.6980200776801,8.13500610686655,91.65300909870268,350.604333413415,-0.01325716986009695
135,13.5,0.07140411044347476,306.5753475907549,154.5816542990708,309.1633085981416,8.158876723532112,91.20478590889354,350.6165045423652,-0.01303554491403247
136,13.6,0.07179917883140481,306.6067231987917,153.8345759129886,307.6691518259773,8.183298499604408,90.76320174596815,350.6284766204194,-0.01282049296371213
137,13.7,0.07219254390950824,306.6379584083894,153.1031944464177,306.2063888928355,8.208221106978167,90.32828389055207,350.6402523889661,-0.01257140121497002
138,13.8,0.07258418539995068,306.6690584480954,152.3857207616022,304.7714415232044,8.233600525890903,89.90012769180626,350.6518361642512,-0.01236522309115173
139,13.9,0.07297411511394568,306.7000267928287,151.6764658569616,303.3529317139232,8.259397757659114,89.47849221794391,350.6632320974953,-0.01215230162468117
140,14,0.07336235706020922,306.7308645099653,150.9768979344086,301.9537958688172,8.285577322540291,89.0629728157819,350.6744456673465,-0.01198572779031792
141,14.1,0.07374900467867147,306.761569328089,150.2882400168773,300.5764800337547,8.312103779712263,88.65380338099942,350.6854788410737,-0.01181941408015064
142,14.2,0.07413405781537478,306.7921438201183,149.6110490783856,299.2220981567713,8.338943987307083,88.25032933950175,350.6963349173979,-0.01165308995669534
143,14.3,0.07451747630855372,306.8225948797594,148.9436454433773,297.8872908867547,8.366064070520968,87.85271820055912,350.7070163793415,-0.01149124610998342
144,14.4,0.07490269083261858,306.8529243575284,148.1933312850226,296.3866625700453,8.393415821631743,87.5650701013324,350.7174983057077,0.006025852448829028
145,14.5,0.07528693798059644,306.883195925438,147.5230688650325,295.046137730065,8.421026082669327,87.20323483499055,350.7277909958921,0.0004273293786525301
146,14.6,0.07566983694800482,306.9133670134597,146.8821210103269,293.7642420206538,8.448670939028254,86.81927078299736,350.7379149154441,0.0001621760227834557
147,14.7,0.07605119318475526,306.9434294933425,146.2561677211199,292.5123354422399,8.476262519954149,86.42940594057124,350.7478995545069,-8.417543013194972e-05
148,14.8,0.07643090864220553,306.9733845455925,145.628006005651,291.2560120113021,8.503786006788745,86.05454059476317,350.757779556739,0.0002203252161478986
149,14.9,0.07680890392231081,307.0032378229934,144.9960246435345,289.9920492870691,8.531262877608411,85.69802072735453,350.7675847514399,6.078809255427586e-05
150,15,0.07718155971638023,307.032984998363,144.4672490705317,288.9344981410634,8.558726838706821,85.23814118898844,350.7773683663294,-0.01142576980753063
151,15.1,0.07755231369049767,307.0625609516979,143.8626636192086,287.7253272384172,8.586110876640372,84.87816827286058,350.7870861762623,-0.01050373769434998
152,15.2,0.07792123239150572,307.0920222648932,143.2609592753575,286.5219185507151,8.613484268092037,84.52916026378915,350.7966578925401,-0.01020480208339336
153,15.3,0.07828852588812883,307.1213763212732,142.6669400088745,285.3338800177491,8.640886547168639,84.18499013460428,350.806037271893,-0.01011727642719507
154,15.4,0.07865441208082487,307.1506170525005,142.0806189373949,284.1612378747898,8.668280979497325,83.84498422279688,350.8152285960524,-0.01003584277231084
155,15.5,0.07901897680136996,307.179742648504,141.5015641370933,283.0031282741867,8.695661626576978,83.50842693286465,350.8242549422338,-0.009977744362615226
156,15.6,0.07938223630729961,307.2087547603306,140.9303407394825,281.8606814789651,8.723033157835614,83.1757068837764,350.833133274706,-0.009866810333093667
157,15.7,0.07974414854305281,307.2376592086234,140.3654676874187,280.7309353748374,8.750404975295252,82.84600633665181,350.8418731471066,-0.009804594455786741
158,15.8,0.08010477422494032,307.2664537817753,139.8071182552324,279.6142365104648,8.777744509980241,82.52041034185575,350.8504808228807,-0.009671094255921275
159,15.9,0.08046405918008136,307.2951444496297,139.2558306031394,278.5116612062789,8.804069739181921,82.19808440056076,350.8589616339743,-0.009592092055896728
160,16,0.0808219676348151,307.3237353485915,138.7094615562654,277.4189231125309,8.824605538484802,81.87954039589007,350.8673203057065,-0.009466237203611172
161,16.1,0.08117857350138417,307.352223454304,138.1676900798813,276.3353801597626,8.845731563026673,81.56407729511722,350.8755613621555,-0.009387828181445457
162,16.2,0.08153385028914603,307.3806123987706,137.6314849836343,275.2629699672686,8.867269752586596,81.25258900479155,350.8836886859817,-0.00924615532156281
163,16.3,0.08188779610028479,307.4089041171808,137.0999719614189,274.1999439228379,8.88860912214308,80.94418856053494,350.8917050811912,-0.009158732989050122
164,16.4,0.08224053257315536,307.4370922921879,136.5736727361743,273.1473454723487,8.909871644915514,80.63977902621646,350.8996137353902,-0.009028227605611505
165,16.5,0.082591997684564,307.4651828652794,136.0530240293841,272.1060480587683,8.931210650671844,80.338659545204,350.9074184868401,-0.008971660106354307
166,16.6,0.08294228658408945,307.4931707084002,135.5367123627966,271.0734247255933,8.952757502446156,80.04139589484757,350.9151234732155,-0.008817312531562038
167,16.7,0.08329130281958236,307.5210641087243,135.0264550803411,270.0529101606822,8.974538662541926,79.74752410161094,350.9227334819017,-0.008726262212093161
168,16.8,0.08363908261711601,307.5488633799667,134.5210783417405,269.0421566834809,8.996465622012598,79.45757009486027,350.9302524406968,-0.008512551973041127
169,16.9,0.08398564511511569,307.5765687801207,134.0217433776326,268.0434867552653,9.018537091047687,79.17069473531046,350.9376853297476,-0.008432355922025181
170,17,0.08433102622810232,307.6041794332542,133.5280368720767,267.0560737441533,9.040772278024065,78.88733326144126,350.9450362308057,-0.008317834908737609
171,17.1,0.08467520856176383,307.6316990688602,133.039875109266,266.0797502185321,9.06318539659441,78.60679550673019,350.9523092266684,-0.008281519749573363
172,17.2,0.08501818442171939,307.6591298050335,132.557768950822,265.1155379016441,9.085783669113916,78.32924692577754,350.9595064845882,-0.00816781885509954
173,17.3,0.0853600160768913,307.6864689980715,132.0815282838749,264.1630565677498,9.108567934763064,78.05428514967051,350.9666295135602,-0.008147738187915365
174,17.4,0.08570064255744857,307.7137230432816,131.6114716078045,263.2229432156091,9.131533881818248,77.78245801892156,350.973679009059,-0.008037476589251469
175,17.5,0.08604002761037968,307.7408960546767,131.1444524833306,262.2889049666612,9.15451949812425,77.51315570577304,350.9806559167677,-0.008005779256151868
176,17.6,0.08637821343908329,307.7679864921931,130.6821575808699,261.3643151617399,9.17750329822494,77.24684678132603,350.9875603393136,-0.007873158263137725
177,17.7,0.08671511157368393,307.7950021136129,130.223829744448,260.447659488896,9.200464725065844,76.98290782159658,350.9943933323932,-0.007821191047909792
178,17.8,0.08705063965456744,307.8219508116898,129.7696821830686,259.5393643661372,9.22343968621958,76.72196818539439,351.001155137824,-0.007705018450806733
179,17.9,0.08738485174842092,307.8488299966141,129.3196415114587,258.6392830229175,9.246441561898527,76.46350508654903,351.007847146255,-0.007688886796927363
180,18,0.08771763578135185,307.8756487455261,128.8737031064902,257.7474062129804,9.269481519411453,76.20800879898306,351.0144693679676,-0.007586863830042034
181,18.1,0.08804901096072063,307.902407047115,128.430933976979,256.861867953958,9.29256806412301,75.95457823128663,351.0210232129408,-0.007575338537549214
182,18.2,0.08837902014505794,307.9291034553954,127.9911691058675,255.9823382117351,9.315705304969654,75.70422245762401,351.0275111131808,-0.007464202140084808
183,18.3,0.08870768850968293,307.9557372667865,127.5560771896689,255.1121543793378,9.338894313226385,75.45571158623595,351.0339360172437,-0.007448069892120657
184,18.4,0.08903503604301764,307.9823084819712,127.1241755897011,254.2483511794022,9.362134233565822,75.2097893918129,351.0402999300868,-0.007345472609642911
185,18.5,0.08936121586783213,308.0088075005316,126.695205477194,253.3904109543881,9.385423011316014,74.96570314722949,351.0466062279811,-0.007332908681036088
186,18.6,0.08968629100377938,308.0352306467468,126.2687430891223,252.5374861782446,9.408755028273694,74.72403543014579,351.052857604941,-0.007253078834622784
